0,1
AIDE/root/autodl-tmp/AIDE_Dataset/1390/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1390.json
AIDE/root/autodl-tmp/AIDE_Dataset/0909/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0909.json
AIDE/root/autodl-tmp/AIDE_Dataset/0560/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0560.json
AIDE/root/autodl-tmp/AIDE_Dataset/0049/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0049.json
AIDE/root/autodl-tmp/AIDE_Dataset/2031/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2031.json
AIDE/root/autodl-tmp/AIDE_Dataset/1513/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1513.json
AIDE/root/autodl-tmp/AIDE_Dataset/0773/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0773.json
AIDE/root/autodl-tmp/AIDE_Dataset/1366/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1366.json
AIDE/root/autodl-tmp/AIDE_Dataset/0724/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0724.json
AIDE/root/autodl-tmp/AIDE_Dataset/0879/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0879.json
AIDE/root/autodl-tmp/AIDE_Dataset/0658/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0658.json
AIDE/root/autodl-tmp/AIDE_Dataset/1267/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1267.json
AIDE/root/autodl-tmp/AIDE_Dataset/2730/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2730.json
AIDE/root/autodl-tmp/AIDE_Dataset/2805/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2805.json
AIDE/root/autodl-tmp/AIDE_Dataset/2025/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2025.json
AIDE/root/autodl-tmp/AIDE_Dataset/0249/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0249.json
AIDE/root/autodl-tmp/AIDE_Dataset/1118/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1118.json
AIDE/root/autodl-tmp/AIDE_Dataset/2302/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2302.json
AIDE/root/autodl-tmp/AIDE_Dataset/1082/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1082.json
AIDE/root/autodl-tmp/AIDE_Dataset/0114/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0114.json
AIDE/root/autodl-tmp/AIDE_Dataset/1112/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1112.json
AIDE/root/autodl-tmp/AIDE_Dataset/1850/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1850.json
AIDE/root/autodl-tmp/AIDE_Dataset/2367/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2367.json
AIDE/root/autodl-tmp/AIDE_Dataset/2278/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2278.json
AIDE/root/autodl-tmp/AIDE_Dataset/2507/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2507.json
AIDE/root/autodl-tmp/AIDE_Dataset/1924/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1924.json
AIDE/root/autodl-tmp/AIDE_Dataset/1954/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1954.json
AIDE/root/autodl-tmp/AIDE_Dataset/1104/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1104.json
AIDE/root/autodl-tmp/AIDE_Dataset/2190/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2190.json
AIDE/root/autodl-tmp/AIDE_Dataset/0294/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0294.json
AIDE/root/autodl-tmp/AIDE_Dataset/0684/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0684.json
AIDE/root/autodl-tmp/AIDE_Dataset/2704/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2704.json
AIDE/root/autodl-tmp/AIDE_Dataset/1849/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1849.json
AIDE/root/autodl-tmp/AIDE_Dataset/2369/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2369.json
AIDE/root/autodl-tmp/AIDE_Dataset/0178/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0178.json
AIDE/root/autodl-tmp/AIDE_Dataset/1287/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1287.json
AIDE/root/autodl-tmp/AIDE_Dataset/2377/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2377.json
AIDE/root/autodl-tmp/AIDE_Dataset/0529/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0529.json
AIDE/root/autodl-tmp/AIDE_Dataset/1541/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1541.json
AIDE/root/autodl-tmp/AIDE_Dataset/1830/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1830.json
AIDE/root/autodl-tmp/AIDE_Dataset/2811/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2811.json
AIDE/root/autodl-tmp/AIDE_Dataset/1172/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1172.json
AIDE/root/autodl-tmp/AIDE_Dataset/0075/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0075.json
AIDE/root/autodl-tmp/AIDE_Dataset/0530/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0530.json
AIDE/root/autodl-tmp/AIDE_Dataset/1004/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1004.json
AIDE/root/autodl-tmp/AIDE_Dataset/0876/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0876.json
AIDE/root/autodl-tmp/AIDE_Dataset/0524/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0524.json
AIDE/root/autodl-tmp/AIDE_Dataset/0448/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0448.json
AIDE/root/autodl-tmp/AIDE_Dataset/2790/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2790.json
AIDE/root/autodl-tmp/AIDE_Dataset/1990/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1990.json
AIDE/root/autodl-tmp/AIDE_Dataset/0062/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0062.json
AIDE/root/autodl-tmp/AIDE_Dataset/0981/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0981.json
AIDE/root/autodl-tmp/AIDE_Dataset/2176/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2176.json
AIDE/root/autodl-tmp/AIDE_Dataset/2451/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2451.json
AIDE/root/autodl-tmp/AIDE_Dataset/0373/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0373.json
AIDE/root/autodl-tmp/AIDE_Dataset/1578/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1578.json
AIDE/root/autodl-tmp/AIDE_Dataset/0813/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0813.json
AIDE/root/autodl-tmp/AIDE_Dataset/0836/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0836.json
AIDE/root/autodl-tmp/AIDE_Dataset/0258/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0258.json
AIDE/root/autodl-tmp/AIDE_Dataset/2595/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2595.json
AIDE/root/autodl-tmp/AIDE_Dataset/1193/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1193.json
AIDE/root/autodl-tmp/AIDE_Dataset/1449/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1449.json
AIDE/root/autodl-tmp/AIDE_Dataset/0624/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0624.json
AIDE/root/autodl-tmp/AIDE_Dataset/1332/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1332.json
AIDE/root/autodl-tmp/AIDE_Dataset/1446/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1446.json
AIDE/root/autodl-tmp/AIDE_Dataset/1416/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1416.json
AIDE/root/autodl-tmp/AIDE_Dataset/1645/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1645.json
AIDE/root/autodl-tmp/AIDE_Dataset/0865/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0865.json
AIDE/root/autodl-tmp/AIDE_Dataset/2504/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2504.json
AIDE/root/autodl-tmp/AIDE_Dataset/2603/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2603.json
AIDE/root/autodl-tmp/AIDE_Dataset/2653/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2653.json
AIDE/root/autodl-tmp/AIDE_Dataset/2536/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2536.json
AIDE/root/autodl-tmp/AIDE_Dataset/1109/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1109.json
AIDE/root/autodl-tmp/AIDE_Dataset/0287/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0287.json
AIDE/root/autodl-tmp/AIDE_Dataset/1426/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1426.json
AIDE/root/autodl-tmp/AIDE_Dataset/2631/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2631.json
AIDE/root/autodl-tmp/AIDE_Dataset/2713/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2713.json
AIDE/root/autodl-tmp/AIDE_Dataset/1702/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1702.json
AIDE/root/autodl-tmp/AIDE_Dataset/0787/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0787.json
AIDE/root/autodl-tmp/AIDE_Dataset/1024/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1024.json
AIDE/root/autodl-tmp/AIDE_Dataset/1398/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1398.json
AIDE/root/autodl-tmp/AIDE_Dataset/1725/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1725.json
AIDE/root/autodl-tmp/AIDE_Dataset/0098/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0098.json
AIDE/root/autodl-tmp/AIDE_Dataset/2952/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2952.json
AIDE/root/autodl-tmp/AIDE_Dataset/0857/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0857.json
AIDE/root/autodl-tmp/AIDE_Dataset/0181/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0181.json
AIDE/root/autodl-tmp/AIDE_Dataset/1438/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1438.json
AIDE/root/autodl-tmp/AIDE_Dataset/0127/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0127.json
AIDE/root/autodl-tmp/AIDE_Dataset/1831/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1831.json
AIDE/root/autodl-tmp/AIDE_Dataset/0627/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0627.json
AIDE/root/autodl-tmp/AIDE_Dataset/0426/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0426.json
AIDE/root/autodl-tmp/AIDE_Dataset/2411/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2411.json
AIDE/root/autodl-tmp/AIDE_Dataset/0632/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0632.json
AIDE/root/autodl-tmp/AIDE_Dataset/0504/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0504.json
AIDE/root/autodl-tmp/AIDE_Dataset/0588/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0588.json
AIDE/root/autodl-tmp/AIDE_Dataset/1072/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1072.json
AIDE/root/autodl-tmp/AIDE_Dataset/1562/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1562.json
AIDE/root/autodl-tmp/AIDE_Dataset/2531/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2531.json
AIDE/root/autodl-tmp/AIDE_Dataset/2831/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2831.json
AIDE/root/autodl-tmp/AIDE_Dataset/2133/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2133.json
AIDE/root/autodl-tmp/AIDE_Dataset/1716/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1716.json
AIDE/root/autodl-tmp/AIDE_Dataset/2898/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2898.json
AIDE/root/autodl-tmp/AIDE_Dataset/1428/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1428.json
AIDE/root/autodl-tmp/AIDE_Dataset/1775/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1775.json
AIDE/root/autodl-tmp/AIDE_Dataset/2613/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2613.json
AIDE/root/autodl-tmp/AIDE_Dataset/2356/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2356.json
AIDE/root/autodl-tmp/AIDE_Dataset/2055/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2055.json
AIDE/root/autodl-tmp/AIDE_Dataset/0794/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0794.json
AIDE/root/autodl-tmp/AIDE_Dataset/1226/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1226.json
AIDE/root/autodl-tmp/AIDE_Dataset/0396/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0396.json
AIDE/root/autodl-tmp/AIDE_Dataset/1574/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1574.json
AIDE/root/autodl-tmp/AIDE_Dataset/1881/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1881.json
AIDE/root/autodl-tmp/AIDE_Dataset/2750/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2750.json
AIDE/root/autodl-tmp/AIDE_Dataset/2902/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2902.json
AIDE/root/autodl-tmp/AIDE_Dataset/1090/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1090.json
AIDE/root/autodl-tmp/AIDE_Dataset/0637/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0637.json
AIDE/root/autodl-tmp/AIDE_Dataset/2520/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2520.json
AIDE/root/autodl-tmp/AIDE_Dataset/0579/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0579.json
AIDE/root/autodl-tmp/AIDE_Dataset/1032/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1032.json
AIDE/root/autodl-tmp/AIDE_Dataset/1365/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1365.json
AIDE/root/autodl-tmp/AIDE_Dataset/1407/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1407.json
AIDE/root/autodl-tmp/AIDE_Dataset/2491/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2491.json
AIDE/root/autodl-tmp/AIDE_Dataset/0019/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0019.json
AIDE/root/autodl-tmp/AIDE_Dataset/0210/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0210.json
AIDE/root/autodl-tmp/AIDE_Dataset/0357/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0357.json
AIDE/root/autodl-tmp/AIDE_Dataset/2492/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2492.json
AIDE/root/autodl-tmp/AIDE_Dataset/0767/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0767.json
AIDE/root/autodl-tmp/AIDE_Dataset/0156/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0156.json
AIDE/root/autodl-tmp/AIDE_Dataset/1707/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1707.json
AIDE/root/autodl-tmp/AIDE_Dataset/1655/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1655.json
AIDE/root/autodl-tmp/AIDE_Dataset/2300/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2300.json
AIDE/root/autodl-tmp/AIDE_Dataset/2112/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2112.json
AIDE/root/autodl-tmp/AIDE_Dataset/2798/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2798.json
AIDE/root/autodl-tmp/AIDE_Dataset/2315/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2315.json
AIDE/root/autodl-tmp/AIDE_Dataset/0719/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0719.json
AIDE/root/autodl-tmp/AIDE_Dataset/1491/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1491.json
AIDE/root/autodl-tmp/AIDE_Dataset/2402/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2402.json
AIDE/root/autodl-tmp/AIDE_Dataset/2034/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2034.json
AIDE/root/autodl-tmp/AIDE_Dataset/1586/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1586.json
AIDE/root/autodl-tmp/AIDE_Dataset/2454/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2454.json
AIDE/root/autodl-tmp/AIDE_Dataset/0467/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0467.json
AIDE/root/autodl-tmp/AIDE_Dataset/1765/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1765.json
AIDE/root/autodl-tmp/AIDE_Dataset/0200/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0200.json
AIDE/root/autodl-tmp/AIDE_Dataset/1016/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1016.json
AIDE/root/autodl-tmp/AIDE_Dataset/1631/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1631.json
AIDE/root/autodl-tmp/AIDE_Dataset/0463/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0463.json
AIDE/root/autodl-tmp/AIDE_Dataset/2745/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2745.json
AIDE/root/autodl-tmp/AIDE_Dataset/2260/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2260.json
AIDE/root/autodl-tmp/AIDE_Dataset/0016/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0016.json
AIDE/root/autodl-tmp/AIDE_Dataset/2032/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2032.json
AIDE/root/autodl-tmp/AIDE_Dataset/1621/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1621.json
AIDE/root/autodl-tmp/AIDE_Dataset/1518/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1518.json
AIDE/root/autodl-tmp/AIDE_Dataset/2864/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2864.json
AIDE/root/autodl-tmp/AIDE_Dataset/0342/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0342.json
AIDE/root/autodl-tmp/AIDE_Dataset/2456/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2456.json
AIDE/root/autodl-tmp/AIDE_Dataset/2742/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2742.json
AIDE/root/autodl-tmp/AIDE_Dataset/2905/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2905.json
AIDE/root/autodl-tmp/AIDE_Dataset/0028/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0028.json
AIDE/root/autodl-tmp/AIDE_Dataset/0661/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0661.json
AIDE/root/autodl-tmp/AIDE_Dataset/2850/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2850.json
AIDE/root/autodl-tmp/AIDE_Dataset/1409/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1409.json
AIDE/root/autodl-tmp/AIDE_Dataset/0140/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0140.json
AIDE/root/autodl-tmp/AIDE_Dataset/2747/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2747.json
AIDE/root/autodl-tmp/AIDE_Dataset/2458/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2458.json
AIDE/root/autodl-tmp/AIDE_Dataset/1450/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1450.json
AIDE/root/autodl-tmp/AIDE_Dataset/2615/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2615.json
AIDE/root/autodl-tmp/AIDE_Dataset/1165/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1165.json
AIDE/root/autodl-tmp/AIDE_Dataset/1837/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1837.json
AIDE/root/autodl-tmp/AIDE_Dataset/2940/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2940.json
AIDE/root/autodl-tmp/AIDE_Dataset/3058/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/3058.json
AIDE/root/autodl-tmp/AIDE_Dataset/2778/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2778.json
AIDE/root/autodl-tmp/AIDE_Dataset/0596/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0596.json
AIDE/root/autodl-tmp/AIDE_Dataset/0349/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0349.json
AIDE/root/autodl-tmp/AIDE_Dataset/1776/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1776.json
AIDE/root/autodl-tmp/AIDE_Dataset/2270/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2270.json
AIDE/root/autodl-tmp/AIDE_Dataset/0331/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0331.json
AIDE/root/autodl-tmp/AIDE_Dataset/0591/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0591.json
AIDE/root/autodl-tmp/AIDE_Dataset/2812/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2812.json
AIDE/root/autodl-tmp/AIDE_Dataset/0390/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0390.json
AIDE/root/autodl-tmp/AIDE_Dataset/1230/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1230.json
AIDE/root/autodl-tmp/AIDE_Dataset/1633/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1633.json
AIDE/root/autodl-tmp/AIDE_Dataset/2473/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2473.json
AIDE/root/autodl-tmp/AIDE_Dataset/1606/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1606.json
AIDE/root/autodl-tmp/AIDE_Dataset/2545/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2545.json
AIDE/root/autodl-tmp/AIDE_Dataset/0023/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0023.json
AIDE/root/autodl-tmp/AIDE_Dataset/1220/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1220.json
AIDE/root/autodl-tmp/AIDE_Dataset/1373/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1373.json
AIDE/root/autodl-tmp/AIDE_Dataset/1551/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1551.json
AIDE/root/autodl-tmp/AIDE_Dataset/0299/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0299.json
AIDE/root/autodl-tmp/AIDE_Dataset/1309/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1309.json
AIDE/root/autodl-tmp/AIDE_Dataset/1039/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1039.json
AIDE/root/autodl-tmp/AIDE_Dataset/0610/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0610.json
AIDE/root/autodl-tmp/AIDE_Dataset/1947/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/1947.json
AIDE/root/autodl-tmp/AIDE_Dataset/2861/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2861.json
AIDE/root/autodl-tmp/AIDE_Dataset/2574/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/2574.json
AIDE/root/autodl-tmp/AIDE_Dataset/0069/,AIDE/root/autodl-tmp/AIDE_Dataset/annotation/0069.json
